policy_id,customer_id,policy_type,add_on_cover,vehicle_model,vehicle_make,vehicle_type,fuel_type,vehicle_year,idv,premium_amount
1758,2002,Own Damage,Consumables Cover,Innova,Toyota,MUV,Petrol,2025,444191,46390
1759,1457,Own Damage,Consumables Cover,Swift,Maruti Suzuki,Hatchback,Petrol,2025,751773,14994
1760,850,Third Party,Roadside Assistance,XUV700,Mahindra,SUV,Diesel,2024,892515,38619
1761,2379,Comprehensive,Engine Protect,Seltos,Kia,Compact SUV,Hybrid,2014,1102313,46137
1762,2551,Own Damage,Return to Invoice,Fortuner,Toyota,MUV,Petrol,2020,810797,19334
1763,1452,Comprehensive,Engine Protect,Amaze,Honda,Sedan,Hybrid,2022,1062094,38097
1764,1816,Third Party,Zero Depreciation,Sonet,Kia,Compact SUV,Petrol,2022,357665,32913
1765,1459,Third Party,Zero Depreciation,Kushaq,Skoda,Sedan,Hybrid,2021,716663,45758
1766,2938,Own Damage,Zero Depreciation,Fortuner,Toyota,MUV,Petrol,2021,1884771,48999
1767,677,Third Party,No Add-on,Astor,MG,SUV,Electric,2020,131907,4415
1768,1558,Own Damage,Roadside Assistance,Innova,Toyota,MUV,Petrol,2019,1618682,14130
1769,1897,Comprehensive,Roadside Assistance,WagonR,Maruti Suzuki,Hatchback,Hybrid,2025,227861,30128
1770,772,Own Damage,Engine Protect,Amaze,Honda,Sedan,Petrol,2022,318227,5919
1771,64,Comprehensive,Zero Depreciation,i20,Hyundai,Compact SUV,Electric,2019,336770,39516
1772,2803,Comprehensive,Engine Protect,Harrier,Tata,Compact SUV,CNG,2016,1481554,25307
1773,1038,Third Party,Consumables Cover,Magnite,Nissan,Compact SUV,Petrol,2021,584022,36235
1774,589,Third Party,Roadside Assistance,Amaze,Honda,Sedan,Petrol,2016,1620579,28903
1775,613,Own Damage,Engine Protect,Innova,Toyota,MUV,Petrol,2024,566623,20446
1776,455,Third Party,Engine Protect,Harrier,Tata,Compact SUV,CNG,2022,1622867,18953
1777,2945,Third Party,Return to Invoice,Kiger,Renault,Compact SUV,CNG,2018,1271626,22251
1778,1533,Own Damage,Engine Protect,Baleno,Maruti Suzuki,Hatchback,Petrol,2023,1877675,25938
1779,2915,Comprehensive,Roadside Assistance,Scorpio,Mahindra,SUV,Diesel,2014,839182,49268
1780,209,Own Damage,Engine Protect,Punch,Tata,Compact SUV,Electric,2022,1467172,32579
1781,2898,Comprehensive,No Add-on,Swift,Maruti Suzuki,Hatchback,Diesel,2023,715428,8476
1782,2174,Third Party,Zero Depreciation,Creta,Hyundai,Compact SUV,Diesel,2021,364249,7002
1783,2069,Comprehensive,No Add-on,Innova,Toyota,MUV,Petrol,2015,860369,26161
1784,2481,Comprehensive,No Add-on,Amaze,Honda,Sedan,Petrol,2021,1588071,42027
1785,1735,Own Damage,Return to Invoice,Amaze,Honda,Sedan,CNG,2014,1775922,41088
1786,1572,Comprehensive,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,CNG,2021,1740662,7495
1787,2213,Third Party,Engine Protect,Kushaq,Skoda,Sedan,Petrol,2015,1465180,38918
1788,1127,Third Party,No Add-on,Baleno,Maruti Suzuki,Hatchback,CNG,2014,642253,56551
1789,2817,Own Damage,Consumables Cover,Nexon,Tata,Compact SUV,Petrol,2019,1763635,52630
1790,1239,Own Damage,Consumables Cover,XUV700,Mahindra,SUV,Petrol,2019,1874165,37006
1791,752,Comprehensive,No Add-on,Sonet,Kia,Compact SUV,Petrol,2022,488589,16115
1792,534,Own Damage,Return to Invoice,Creta,Hyundai,Compact SUV,Hybrid,2020,1020113,47194
1793,919,Third Party,Consumables Cover,Astor,MG,SUV,Hybrid,2020,890300,57633
1794,2165,Own Damage,Return to Invoice,Magnite,Nissan,Compact SUV,Diesel,2016,550008,55047
1795,2074,Own Damage,Engine Protect,Venue,Hyundai,Compact SUV,Diesel,2014,157239,53621
1796,2282,Comprehensive,No Add-on,XUV700,Mahindra,SUV,Petrol,2024,1683716,15563
1797,1077,Third Party,Engine Protect,Astor,MG,SUV,Diesel,2022,487491,8663
1798,159,Third Party,No Add-on,Innova,Toyota,MUV,Hybrid,2025,1381163,45788
1799,2965,Own Damage,Zero Depreciation,Venue,Hyundai,Compact SUV,Electric,2022,1949736,56178
1800,2274,Third Party,Roadside Assistance,Swift,Maruti Suzuki,Hatchback,Diesel,2019,202641,16932
1801,1272,Third Party,Zero Depreciation,Harrier,Tata,Compact SUV,Electric,2020,1644323,34479
1802,512,Own Damage,Roadside Assistance,Creta,Hyundai,Compact SUV,Diesel,2023,800927,39238
1803,2723,Own Damage,Return to Invoice,Swift,Maruti Suzuki,Hatchback,Diesel,2019,1684447,11831
1804,1600,Comprehensive,Engine Protect,XUV700,Mahindra,SUV,Petrol,2014,1206281,16244
1805,1283,Third Party,Roadside Assistance,Seltos,Kia,Compact SUV,Electric,2021,1096584,46835
1806,483,Third Party,Zero Depreciation,XUV700,Mahindra,SUV,Electric,2015,769521,56072
1807,692,Third Party,No Add-on,XUV700,Mahindra,SUV,Petrol,2022,770654,46854
1808,1384,Third Party,Engine Protect,Slavia,Skoda,Sedan,Petrol,2024,414657,50878
1809,607,Own Damage,No Add-on,Harrier,Tata,Compact SUV,Electric,2016,1786642,10434
1810,1706,Third Party,Roadside Assistance,Swift,Maruti Suzuki,Hatchback,Petrol,2017,1492141,24348
1811,2787,Own Damage,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,Hybrid,2022,223324,51213
1812,2675,Comprehensive,Engine Protect,City,Honda,Sedan,Electric,2017,223786,30696
1813,1556,Third Party,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Hybrid,2021,762990,45516
1814,1333,Third Party,Zero Depreciation,Sonet,Kia,Compact SUV,Hybrid,2017,160658,14951
1815,1273,Comprehensive,Consumables Cover,Scorpio,Mahindra,SUV,CNG,2024,653632,32244
1816,2048,Third Party,Consumables Cover,Punch,Tata,Compact SUV,Diesel,2015,1686238,25198
1817,2489,Own Damage,Engine Protect,Amaze,Honda,Sedan,Petrol,2023,481855,5583
1818,1359,Comprehensive,Zero Depreciation,City,Honda,Sedan,CNG,2025,137958,5875
1819,1446,Own Damage,Engine Protect,Scorpio,Mahindra,SUV,Diesel,2022,1715799,32626
1820,974,Own Damage,Zero Depreciation,Nexon,Tata,Compact SUV,Diesel,2014,1698420,30124
1821,2088,Comprehensive,Return to Invoice,WagonR,Maruti Suzuki,Hatchback,Petrol,2023,1789647,46422
1822,2420,Third Party,No Add-on,Safari,Tata,Compact SUV,CNG,2018,364727,20900
1823,1232,Own Damage,Engine Protect,Slavia,Skoda,Sedan,Petrol,2023,675004,50331
1824,1419,Third Party,Roadside Assistance,Amaze,Honda,Sedan,CNG,2014,675556,49681
1825,84,Third Party,Engine Protect,i20,Hyundai,Compact SUV,CNG,2014,548283,49948
1826,1171,Third Party,Return to Invoice,City,Honda,Sedan,Petrol,2015,888725,16181
1827,918,Own Damage,No Add-on,Venue,Hyundai,Compact SUV,Petrol,2023,1158674,12274
1828,2374,Third Party,Consumables Cover,Creta,Hyundai,Compact SUV,Electric,2022,954280,34483
1829,439,Comprehensive,Return to Invoice,Harrier,Tata,Compact SUV,Electric,2020,1553819,52596
1830,175,Comprehensive,Return to Invoice,WagonR,Maruti Suzuki,Hatchback,Hybrid,2025,1918201,9195
1831,1099,Own Damage,No Add-on,Magnite,Nissan,Compact SUV,Diesel,2019,1804381,42137
1832,48,Third Party,Roadside Assistance,Sonet,Kia,Compact SUV,Diesel,2022,1959703,58611
1833,1543,Own Damage,Zero Depreciation,Scorpio,Mahindra,SUV,Petrol,2021,371610,30509
1834,49,Own Damage,No Add-on,Harrier,Tata,Compact SUV,Diesel,2020,1168011,38063
1835,684,Comprehensive,No Add-on,Seltos,Kia,Compact SUV,Electric,2022,1087971,44259
1836,29,Comprehensive,No Add-on,Sonet,Kia,Compact SUV,Hybrid,2023,179278,18775
1837,1906,Own Damage,Consumables Cover,Amaze,Honda,Sedan,CNG,2019,1531669,10236
1838,2471,Third Party,Return to Invoice,Sonet,Kia,Compact SUV,Petrol,2021,1621883,31712
1839,619,Own Damage,Zero Depreciation,Kushaq,Skoda,Sedan,Diesel,2022,1879072,57261
1840,1162,Comprehensive,No Add-on,i20,Hyundai,Compact SUV,Hybrid,2020,841500,40446
1841,125,Comprehensive,Engine Protect,Kushaq,Skoda,Sedan,Petrol,2014,456381,27111
1842,760,Own Damage,Return to Invoice,Seltos,Kia,Compact SUV,Petrol,2019,692403,41250
1843,37,Comprehensive,No Add-on,Astor,MG,SUV,Diesel,2022,1327348,54971
1844,1765,Own Damage,Roadside Assistance,Magnite,Nissan,Compact SUV,CNG,2023,172267,31158
1845,2241,Own Damage,Engine Protect,Venue,Hyundai,Compact SUV,Hybrid,2021,635453,46883
1846,1580,Comprehensive,Return to Invoice,Sonet,Kia,Compact SUV,Diesel,2020,888023,5787
1847,830,Own Damage,Consumables Cover,Scorpio,Mahindra,SUV,CNG,2019,282648,45365
1848,13,Own Damage,Zero Depreciation,Kiger,Renault,Compact SUV,CNG,2025,1748569,53749
1849,349,Third Party,Consumables Cover,Creta,Hyundai,Compact SUV,Electric,2020,1569673,51271
1850,1259,Own Damage,Roadside Assistance,Slavia,Skoda,Sedan,Petrol,2014,1176973,18853
1851,672,Third Party,Engine Protect,WagonR,Maruti Suzuki,Hatchback,Petrol,2022,1230376,37693
1852,558,Comprehensive,Roadside Assistance,Venue,Hyundai,Compact SUV,Diesel,2021,1560915,23295
1853,2955,Own Damage,Return to Invoice,Venue,Hyundai,Compact SUV,Electric,2016,720234,23010
1854,15,Third Party,No Add-on,Creta,Hyundai,Compact SUV,Petrol,2025,1989681,35045
1855,1291,Own Damage,Return to Invoice,Astor,MG,SUV,CNG,2015,920375,59354
1856,1221,Comprehensive,Zero Depreciation,City,Honda,Sedan,Electric,2023,1413076,51466
1857,707,Own Damage,Return to Invoice,Safari,Tata,Compact SUV,CNG,2022,1297825,8637
1858,1666,Third Party,Roadside Assistance,Venue,Hyundai,Compact SUV,CNG,2018,784269,51979
1859,2518,Comprehensive,Roadside Assistance,Fortuner,Toyota,MUV,Petrol,2021,668836,43720
1860,1101,Third Party,Zero Depreciation,XUV700,Mahindra,SUV,Electric,2015,1944513,26510
1861,2110,Comprehensive,Roadside Assistance,Seltos,Kia,Compact SUV,CNG,2019,329609,23147
1862,1161,Own Damage,Consumables Cover,Kushaq,Skoda,Sedan,Hybrid,2014,362960,25443
1863,365,Comprehensive,Zero Depreciation,i20,Hyundai,Compact SUV,Electric,2018,1033771,3363
1864,2529,Comprehensive,Consumables Cover,Kiger,Renault,Compact SUV,Diesel,2020,866419,49160
1865,899,Comprehensive,Roadside Assistance,Sonet,Kia,Compact SUV,Diesel,2018,590366,57425
1866,1758,Own Damage,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,CNG,2016,299161,3170
1867,1641,Comprehensive,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,Hybrid,2023,519012,57438
1868,2634,Comprehensive,No Add-on,Astor,MG,SUV,Hybrid,2020,832500,58120
1869,285,Third Party,No Add-on,i20,Hyundai,Compact SUV,Petrol,2025,840653,31265
1870,1705,Comprehensive,Roadside Assistance,Sonet,Kia,Compact SUV,Petrol,2019,1083898,34448
1871,532,Own Damage,Engine Protect,Harrier,Tata,Compact SUV,Diesel,2024,1319885,11272
1872,833,Comprehensive,Engine Protect,XUV700,Mahindra,SUV,Petrol,2016,1094652,35149
1873,529,Own Damage,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Petrol,2022,1419733,38932
1874,2311,Comprehensive,Return to Invoice,Magnite,Nissan,Compact SUV,Petrol,2019,1976021,10681
1875,64,Third Party,No Add-on,City,Honda,Sedan,Petrol,2022,1611361,47957
1876,482,Own Damage,No Add-on,Fortuner,Toyota,MUV,Electric,2014,1748365,38968
1877,2992,Third Party,No Add-on,Safari,Tata,Compact SUV,Petrol,2025,129010,23137
1878,2461,Comprehensive,Roadside Assistance,Innova,Toyota,MUV,Petrol,2015,1834528,4514
1879,1382,Comprehensive,Consumables Cover,Sonet,Kia,Compact SUV,Diesel,2015,749706,59366
1880,1551,Third Party,Consumables Cover,Kiger,Renault,Compact SUV,Hybrid,2014,492489,24913
1881,2415,Third Party,Zero Depreciation,Kiger,Renault,Compact SUV,Electric,2025,1718627,23589
1882,442,Own Damage,Consumables Cover,Sonet,Kia,Compact SUV,Diesel,2018,1479388,44544
1883,1157,Third Party,Roadside Assistance,City,Honda,Sedan,Petrol,2015,1886919,17605
1884,858,Comprehensive,Consumables Cover,i20,Hyundai,Compact SUV,Diesel,2020,1590748,10954
1885,1172,Own Damage,Consumables Cover,Nexon,Tata,Compact SUV,Petrol,2024,1446626,22275
1886,1244,Third Party,Return to Invoice,Safari,Tata,Compact SUV,Electric,2024,1715489,30760
1887,841,Comprehensive,Roadside Assistance,Kiger,Renault,Compact SUV,Petrol,2017,1335146,22227
1888,1391,Own Damage,Roadside Assistance,Magnite,Nissan,Compact SUV,Petrol,2021,776944,27569
1889,1853,Third Party,Engine Protect,Seltos,Kia,Compact SUV,CNG,2016,438540,38622
1890,1529,Third Party,Consumables Cover,Venue,Hyundai,Compact SUV,Diesel,2024,290014,27637
1891,146,Third Party,Roadside Assistance,Kiger,Renault,Compact SUV,Diesel,2018,1762220,55359
1892,273,Own Damage,Zero Depreciation,Sonet,Kia,Compact SUV,Hybrid,2021,462217,17035
1893,1251,Comprehensive,Consumables Cover,Scorpio,Mahindra,SUV,Petrol,2024,356207,15869
1894,2147,Third Party,Consumables Cover,Seltos,Kia,Compact SUV,CNG,2020,1544608,31486
1895,343,Third Party,Return to Invoice,Seltos,Kia,Compact SUV,Petrol,2016,665933,17776
1896,2667,Own Damage,No Add-on,Innova,Toyota,MUV,Electric,2021,1253236,6323
1897,222,Own Damage,Return to Invoice,Safari,Tata,Compact SUV,Petrol,2018,1225895,16755
1898,2262,Own Damage,Roadside Assistance,Venue,Hyundai,Compact SUV,Petrol,2016,1219400,33716
1899,2711,Own Damage,Zero Depreciation,Amaze,Honda,Sedan,Electric,2015,1188606,10159
1900,1479,Comprehensive,Return to Invoice,XUV700,Mahindra,SUV,CNG,2015,1928813,10672
1901,771,Own Damage,Return to Invoice,Harrier,Tata,Compact SUV,Petrol,2016,1038963,57904
1902,1861,Third Party,Roadside Assistance,Sonet,Kia,Compact SUV,Electric,2023,135682,25140
1903,1095,Comprehensive,Engine Protect,Harrier,Tata,Compact SUV,Hybrid,2023,255055,43036
1904,1379,Comprehensive,Engine Protect,Amaze,Honda,Sedan,Hybrid,2017,255493,17694
1905,1141,Own Damage,Engine Protect,Astor,MG,SUV,Petrol,2024,1808924,29859
1906,10,Third Party,Consumables Cover,Fortuner,Toyota,MUV,Hybrid,2021,387704,12971
1907,1745,Third Party,Engine Protect,Venue,Hyundai,Compact SUV,Petrol,2018,246060,26530
1908,2178,Third Party,Roadside Assistance,Innova,Toyota,MUV,Electric,2018,108508,9397
1909,311,Third Party,Consumables Cover,Amaze,Honda,Sedan,Petrol,2015,612325,23639
1910,2734,Own Damage,Engine Protect,i20,Hyundai,Compact SUV,Diesel,2023,216736,39518
1911,1496,Comprehensive,No Add-on,Innova,Toyota,MUV,CNG,2017,1575076,54823
1912,892,Third Party,Roadside Assistance,Safari,Tata,Compact SUV,Petrol,2017,112592,54593
1913,808,Comprehensive,Consumables Cover,Astor,MG,SUV,Electric,2021,801309,29682
1914,2093,Third Party,Roadside Assistance,Swift,Maruti Suzuki,Hatchback,Hybrid,2023,602273,53800
1915,2307,Own Damage,Zero Depreciation,Magnite,Nissan,Compact SUV,Hybrid,2014,580618,24553
1916,2349,Comprehensive,Return to Invoice,Harrier,Tata,Compact SUV,Petrol,2021,535086,37612
1917,654,Own Damage,Roadside Assistance,Sonet,Kia,Compact SUV,CNG,2014,634245,48355
1918,1320,Own Damage,Engine Protect,Seltos,Kia,Compact SUV,Petrol,2023,1832064,50815
1919,739,Third Party,Return to Invoice,Magnite,Nissan,Compact SUV,Hybrid,2017,1218995,41754
1920,425,Comprehensive,No Add-on,Harrier,Tata,Compact SUV,Hybrid,2022,361814,54982
1921,70,Third Party,No Add-on,City,Honda,Sedan,CNG,2025,768999,16196
1922,1396,Comprehensive,Consumables Cover,Fortuner,Toyota,MUV,Diesel,2024,1708937,49455
1923,2314,Own Damage,Return to Invoice,Venue,Hyundai,Compact SUV,Petrol,2021,1217378,4184
1924,813,Comprehensive,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,Diesel,2025,145819,8030
1925,881,Third Party,Roadside Assistance,Sonet,Kia,Compact SUV,Petrol,2022,1184793,30060
1926,960,Third Party,Consumables Cover,Creta,Hyundai,Compact SUV,Hybrid,2022,1443637,12964
1927,2751,Comprehensive,Engine Protect,Astor,MG,SUV,Diesel,2018,705580,57122
1928,1585,Own Damage,No Add-on,Venue,Hyundai,Compact SUV,Electric,2015,1007592,22685
1929,2616,Comprehensive,No Add-on,Punch,Tata,Compact SUV,Petrol,2023,1016963,49356
1930,1255,Comprehensive,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,Hybrid,2019,1188571,21422
1931,373,Comprehensive,Consumables Cover,Creta,Hyundai,Compact SUV,Petrol,2023,1813454,7502
1932,2192,Own Damage,Return to Invoice,Venue,Hyundai,Compact SUV,Diesel,2023,342625,52037
1933,1662,Third Party,Return to Invoice,Slavia,Skoda,Sedan,Petrol,2022,1848008,56241
1934,2280,Comprehensive,Zero Depreciation,Harrier,Tata,Compact SUV,Petrol,2025,1258167,26769
1935,265,Comprehensive,Return to Invoice,Creta,Hyundai,Compact SUV,Petrol,2021,292464,50034
1936,2328,Third Party,Engine Protect,Kiger,Renault,Compact SUV,Petrol,2018,827636,52148
1937,2552,Third Party,Consumables Cover,Astor,MG,SUV,Petrol,2024,352677,56586
1938,317,Comprehensive,No Add-on,Seltos,Kia,Compact SUV,Petrol,2020,1868198,34538
1939,2874,Own Damage,No Add-on,Innova,Toyota,MUV,Petrol,2014,116632,35321
1940,1935,Own Damage,Roadside Assistance,Scorpio,Mahindra,SUV,Petrol,2023,1415152,56419
1941,2552,Third Party,No Add-on,Creta,Hyundai,Compact SUV,Petrol,2025,1784983,15233
1942,298,Comprehensive,Return to Invoice,Nexon,Tata,Compact SUV,CNG,2018,1339773,57935
1943,375,Own Damage,No Add-on,XUV700,Mahindra,SUV,Electric,2022,453400,58817
1944,1091,Comprehensive,No Add-on,Venue,Hyundai,Compact SUV,Hybrid,2020,1921473,37179
1945,45,Comprehensive,Consumables Cover,Safari,Tata,Compact SUV,Diesel,2016,1750414,16625
1946,2281,Own Damage,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,Petrol,2017,1302200,9166
1947,119,Third Party,Zero Depreciation,Baleno,Maruti Suzuki,Hatchback,CNG,2022,542972,26675
1948,1093,Third Party,Consumables Cover,City,Honda,Sedan,CNG,2023,759267,10198
1949,1171,Comprehensive,Engine Protect,Safari,Tata,Compact SUV,Hybrid,2024,574416,45618
1950,1570,Own Damage,Return to Invoice,Venue,Hyundai,Compact SUV,Petrol,2018,94224,36990
1951,137,Third Party,Return to Invoice,Swift,Maruti Suzuki,Hatchback,Diesel,2021,1910877,10201
1952,2873,Third Party,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,CNG,2021,107005,29798
1953,639,Comprehensive,Consumables Cover,Magnite,Nissan,Compact SUV,Hybrid,2016,307729,9702
1954,747,Third Party,Roadside Assistance,Seltos,Kia,Compact SUV,Diesel,2022,1708530,34148
1955,1096,Own Damage,Return to Invoice,Harrier,Tata,Compact SUV,CNG,2018,505969,32326
1956,1597,Third Party,Engine Protect,Slavia,Skoda,Sedan,Petrol,2024,1531321,33490
1957,440,Comprehensive,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Diesel,2024,174981,47139
1958,1200,Comprehensive,Engine Protect,Magnite,Nissan,Compact SUV,Diesel,2022,1919577,11477
1959,2781,Own Damage,Engine Protect,Safari,Tata,Compact SUV,Diesel,2015,1538058,50728
1960,1584,Third Party,Zero Depreciation,Creta,Hyundai,Compact SUV,Petrol,2014,1765420,12902
1961,1203,Own Damage,Zero Depreciation,Scorpio,Mahindra,SUV,Diesel,2023,816351,42953
1962,2595,Own Damage,No Add-on,i20,Hyundai,Compact SUV,Petrol,2025,1963055,53154
1963,1128,Comprehensive,Zero Depreciation,Kushaq,Skoda,Sedan,Petrol,2016,1629015,39086
1964,2687,Comprehensive,No Add-on,Nexon,Tata,Compact SUV,Diesel,2017,1733091,52848
1965,1507,Own Damage,Consumables Cover,Scorpio,Mahindra,SUV,Petrol,2024,136553,12797
1966,1343,Comprehensive,Engine Protect,City,Honda,Sedan,CNG,2020,1945671,51859
1967,1058,Comprehensive,No Add-on,Amaze,Honda,Sedan,Petrol,2015,1178275,49069
1968,999,Comprehensive,No Add-on,Baleno,Maruti Suzuki,Hatchback,Diesel,2022,596926,40750
1969,2085,Comprehensive,Return to Invoice,Kushaq,Skoda,Sedan,Petrol,2019,1202475,42463
1970,1611,Own Damage,Engine Protect,Kiger,Renault,Compact SUV,Petrol,2023,1440137,33755
1971,2266,Own Damage,Zero Depreciation,Astor,MG,SUV,Petrol,2025,1234914,33468
1972,2510,Comprehensive,Roadside Assistance,Astor,MG,SUV,Petrol,2016,1977841,51244
1973,1209,Own Damage,Consumables Cover,Innova,Toyota,MUV,CNG,2023,238965,45175
1974,2481,Comprehensive,Roadside Assistance,Fortuner,Toyota,MUV,Petrol,2024,481844,27451
1975,2300,Comprehensive,No Add-on,XUV700,Mahindra,SUV,Petrol,2019,1987818,16774
1976,1224,Comprehensive,Consumables Cover,Slavia,Skoda,Sedan,Petrol,2020,891055,26367
1977,1938,Own Damage,Roadside Assistance,WagonR,Maruti Suzuki,Hatchback,Hybrid,2025,1829200,32197
1978,427,Own Damage,Engine Protect,Fortuner,Toyota,MUV,Petrol,2015,1041494,41398
1979,1851,Third Party,Roadside Assistance,Safari,Tata,Compact SUV,Diesel,2019,1027484,30097
1980,1904,Own Damage,No Add-on,Creta,Hyundai,Compact SUV,Petrol,2017,974721,10084
1981,1577,Third Party,Zero Depreciation,Seltos,Kia,Compact SUV,Diesel,2017,592988,48325
1982,2934,Own Damage,Engine Protect,Creta,Hyundai,Compact SUV,Petrol,2017,910693,53055
1983,1308,Third Party,Zero Depreciation,Innova,Toyota,MUV,CNG,2023,117406,35305
1984,176,Third Party,Return to Invoice,City,Honda,Sedan,Electric,2018,610166,51097
1985,748,Own Damage,Zero Depreciation,Kiger,Renault,Compact SUV,Hybrid,2024,1662379,46964
1986,1596,Third Party,Return to Invoice,Scorpio,Mahindra,SUV,CNG,2020,156752,56186
1987,2652,Comprehensive,Roadside Assistance,XUV700,Mahindra,SUV,CNG,2024,626959,40983
1988,2031,Third Party,Zero Depreciation,Fortuner,Toyota,MUV,Petrol,2024,1665841,39811
1989,726,Third Party,Return to Invoice,Creta,Hyundai,Compact SUV,CNG,2014,697672,39170
1990,2750,Comprehensive,Zero Depreciation,Punch,Tata,Compact SUV,CNG,2018,1024230,50438
1991,1006,Third Party,Engine Protect,Scorpio,Mahindra,SUV,Petrol,2019,712820,28188
1992,733,Comprehensive,Return to Invoice,i20,Hyundai,Compact SUV,CNG,2025,1559211,38915
1993,1338,Own Damage,Consumables Cover,Seltos,Kia,Compact SUV,Petrol,2020,1871107,10079
1994,2205,Own Damage,No Add-on,Venue,Hyundai,Compact SUV,CNG,2018,1938566,49214
1995,1052,Third Party,No Add-on,Scorpio,Mahindra,SUV,Electric,2022,1697286,6505
1996,688,Own Damage,Roadside Assistance,Fortuner,Toyota,MUV,Electric,2016,367526,27382
1997,1278,Own Damage,Engine Protect,City,Honda,Sedan,Hybrid,2020,543992,22484
1998,1282,Comprehensive,Return to Invoice,Punch,Tata,Compact SUV,Petrol,2020,1763106,37955
1999,100,Third Party,Return to Invoice,XUV700,Mahindra,SUV,Petrol,2025,1755617,27825
2000,291,Third Party,Roadside Assistance,Kushaq,Skoda,Sedan,Diesel,2018,1197638,46467
2001,1210,Comprehensive,No Add-on,City,Honda,Sedan,Petrol,2023,804632,54803
2002,2612,Comprehensive,Engine Protect,Harrier,Tata,Compact SUV,Hybrid,2014,311279,14696
2003,949,Third Party,Engine Protect,Fortuner,Toyota,MUV,Hybrid,2018,926480,20929
2004,2597,Comprehensive,Return to Invoice,Magnite,Nissan,Compact SUV,Electric,2023,1733246,6343
2005,125,Comprehensive,Roadside Assistance,Slavia,Skoda,Sedan,Petrol,2014,1128621,20625
2006,5,Own Damage,No Add-on,Nexon,Tata,Compact SUV,Hybrid,2022,1796341,19216
2007,1594,Own Damage,Return to Invoice,WagonR,Maruti Suzuki,Hatchback,Diesel,2024,1223911,21481
2008,1057,Own Damage,Consumables Cover,Venue,Hyundai,Compact SUV,Diesel,2020,1037452,52493
2009,2344,Own Damage,No Add-on,WagonR,Maruti Suzuki,Hatchback,Electric,2014,195402,56028
2010,900,Third Party,Return to Invoice,Astor,MG,SUV,Petrol,2017,1425763,13944
2011,1476,Own Damage,Zero Depreciation,Nexon,Tata,Compact SUV,Petrol,2019,1051576,19869
2012,134,Comprehensive,Consumables Cover,City,Honda,Sedan,Diesel,2018,729630,11802
2013,568,Third Party,Engine Protect,Kushaq,Skoda,Sedan,Petrol,2018,1428967,42867
2014,2750,Comprehensive,Zero Depreciation,WagonR,Maruti Suzuki,Hatchback,Hybrid,2014,1835402,55801
2015,2224,Third Party,Engine Protect,Safari,Tata,Compact SUV,Petrol,2024,1118766,36473
2016,1494,Third Party,No Add-on,Scorpio,Mahindra,SUV,Diesel,2018,676855,10632
2017,753,Comprehensive,Roadside Assistance,Swift,Maruti Suzuki,Hatchback,CNG,2015,386895,47462
2018,592,Comprehensive,Consumables Cover,Safari,Tata,Compact SUV,Hybrid,2018,622734,27042
2019,533,Third Party,Consumables Cover,Creta,Hyundai,Compact SUV,Hybrid,2020,1665684,43769
2020,997,Third Party,Roadside Assistance,Swift,Maruti Suzuki,Hatchback,Electric,2020,1863233,57221
2021,1457,Comprehensive,Engine Protect,Magnite,Nissan,Compact SUV,Diesel,2023,1139076,52230
2022,2964,Own Damage,Consumables Cover,Amaze,Honda,Sedan,Petrol,2018,352260,39143
2023,1016,Third Party,Engine Protect,Scorpio,Mahindra,SUV,Hybrid,2025,153831,6831
2024,214,Comprehensive,Zero Depreciation,Fortuner,Toyota,MUV,Petrol,2025,1295415,59162
2025,244,Third Party,Consumables Cover,Nexon,Tata,Compact SUV,Diesel,2025,391065,5742
2026,2129,Comprehensive,Return to Invoice,Kushaq,Skoda,Sedan,Hybrid,2018,1243445,27458
2027,601,Own Damage,Roadside Assistance,Kushaq,Skoda,Sedan,CNG,2021,124955,27813
2028,2572,Own Damage,Zero Depreciation,Slavia,Skoda,Sedan,Petrol,2020,1546451,49167
2029,2327,Comprehensive,No Add-on,Innova,Toyota,MUV,Petrol,2020,249572,16389
2030,1762,Own Damage,No Add-on,Slavia,Skoda,Sedan,Electric,2020,617814,5029
2031,1237,Third Party,Engine Protect,Innova,Toyota,MUV,CNG,2022,227071,24452
2032,946,Own Damage,No Add-on,WagonR,Maruti Suzuki,Hatchback,Hybrid,2025,1049022,13224
2033,1569,Third Party,No Add-on,Fortuner,Toyota,MUV,Petrol,2021,874095,38608
2034,1644,Third Party,Roadside Assistance,Innova,Toyota,MUV,Petrol,2015,782716,9961
2035,2416,Comprehensive,Zero Depreciation,Amaze,Honda,Sedan,Diesel,2018,1902508,34386
2036,1854,Own Damage,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Petrol,2018,462585,16726
2037,2055,Third Party,Return to Invoice,Punch,Tata,Compact SUV,CNG,2014,1137401,18255
