claim_id,policy_id,claim_date,claim_type,claim_amount,amount_approved,claim_status,settlement_days,garage_type
754,3129,1/10/2026,Natural Disaster,152446,0,Rejected,46,Authorized
755,3342,2/24/2026,Theft Fire Damage,209078,0,Pending,54,Cashless Network
756,2598,2/17/2026,Natural Disaster,400865,189350,Approved,1,Multi Brand
757,3205,12/21/2025,Own Damage,96406,0,Pending,84,Multi Brand
758,2113,7/29/2025,Own Damage,461395,0,Pending,62,Local Garage
759,2332,1/4/2026,Total Loss,311416,0,Rejected,32,Authorized
760,1588,5/10/2026,Accidental Damage,487869,0,Rejected,78,Authorized
761,2059,7/11/2025,Total Loss,290728,0,Rejected,83,Multi Brand
762,1945,12/21/2025,Flood Damage,404912,0,Rejected,7,Authorized
763,2563,12/14/2025,Natural Disaster,120335,63932,Approved,19,Cashless Network
764,2954,2/26/2026,Natural Disaster,296837,33559,Approved,70,Authorized
765,3767,8/9/2025,Theft Fire Damage,69180,15149,Approved,1,Authorized
766,3610,7/8/2025,Natural Disaster,353919,0,Rejected,15,Multi Brand
767,525,11/27/2025,Total Loss,299806,0,Rejected,79,Authorized
768,1393,5/25/2026,Flood Damage,112435,0,Pending,28,Local Garage
769,2713,4/14/2026,Accidental Damage,478023,130715,Approved,54,Multi Brand
770,3978,9/10/2025,Natural Disaster,180498,0,Rejected,46,Cashless Network
771,235,12/9/2025,Own Damage,142675,0,Pending,52,Cashless Network
772,1265,6/24/2026,Own Damage,244326,0,Pending,47,Local Garage
773,954,10/18/2025,Flood Damage,302325,26939,Approved,66,Cashless Network
774,889,6/6/2026,Engine Damage,155046,0,Rejected,85,Authorized
775,2724,10/1/2025,Total Loss,333766,143980,Approved,89,Multi Brand
776,1560,2/26/2026,Flood Damage,47400,0,Rejected,83,Authorized
777,273,5/20/2026,Natural Disaster,297891,0,Rejected,47,Cashless Network
778,98,8/26/2025,Own Damage,403250,0,Pending,18,Cashless Network
779,58,8/22/2025,Engine Damage,404706,0,Pending,32,Multi Brand
780,835,12/14/2025,Engine Damage,458635,436124,Approved,31,Authorized
781,2338,1/9/2026,Total Loss,451138,428741,Approved,36,Multi Brand
782,132,10/10/2025,Glass Damage,211319,0,Pending,47,Local Garage
783,599,2/5/2026,Theft Fire Damage,198295,0,Rejected,6,Multi Brand
784,3590,1/8/2026,Glass Damage,471501,0,Pending,72,Multi Brand
785,3357,12/13/2025,Natural Disaster,88716,0,Rejected,8,Authorized
786,1156,3/19/2026,Engine Damage,48184,16117,Approved,23,Authorized
787,2203,11/21/2025,Natural Disaster,156846,0,Rejected,74,Cashless Network
788,3155,5/16/2026,Flood Damage,254008,0,Rejected,49,Authorized
789,190,11/16/2025,Glass Damage,92008,0,Pending,49,Local Garage
790,817,9/19/2025,Accidental Damage,312138,0,Rejected,65,Multi Brand
791,2944,11/20/2025,Glass Damage,127844,0,Pending,56,Local Garage
792,197,11/16/2025,Theft Fire Damage,67707,0,Pending,22,Authorized
793,3056,4/19/2026,Theft Fire Damage,189919,130084,Approved,39,Multi Brand
794,2376,11/16/2025,Theft Fire Damage,216862,0,Rejected,66,Authorized
795,2232,3/29/2026,Theft Fire Damage,346578,0,Pending,89,Cashless Network
796,437,12/14/2025,Natural Disaster,397321,209627,Approved,27,Multi Brand
797,3710,9/17/2025,Total Loss,126429,109602,Approved,45,Multi Brand
798,2919,7/30/2025,Accidental Damage,187773,0,Rejected,36,Local Garage
799,863,3/26/2026,Glass Damage,419013,0,Pending,72,Multi Brand
800,1033,11/18/2025,Accidental Damage,404110,0,Pending,41,Authorized
801,1848,11/9/2025,Total Loss,442306,44879,Approved,4,Local Garage
802,477,5/19/2026,Theft Fire Damage,159204,0,Pending,16,Local Garage
803,21,8/19/2025,Theft Fire Damage,209138,0,Pending,11,Cashless Network
804,2488,7/1/2025,Accidental Damage,55577,39544,Approved,71,Local Garage
805,3780,6/1/2026,Engine Damage,233150,180877,Approved,2,Multi Brand
806,972,4/22/2026,Natural Disaster,381196,0,Rejected,59,Multi Brand
807,822,7/12/2025,Theft Fire Damage,338369,0,Pending,6,Multi Brand
808,1109,10/4/2025,Total Loss,419792,0,Rejected,4,Cashless Network
809,1512,2/4/2026,Accidental Damage,103564,0,Rejected,24,Local Garage
810,360,10/5/2025,Engine Damage,271384,0,Pending,48,Authorized
811,3008,8/14/2025,Total Loss,320190,0,Pending,32,Local Garage
812,1605,10/23/2025,Theft Fire Damage,304250,0,Rejected,27,Cashless Network
813,2697,4/10/2026,Glass Damage,19670,17542,Approved,36,Local Garage
814,855,7/6/2025,Total Loss,22928,16901,Approved,67,Cashless Network
815,314,8/15/2025,Theft Fire Damage,171295,0,Pending,56,Multi Brand
816,547,2/25/2026,Natural Disaster,222076,209255,Approved,69,Multi Brand
817,3447,5/27/2026,Engine Damage,199521,0,Rejected,51,Local Garage
818,3687,5/8/2026,Total Loss,493367,0,Rejected,8,Multi Brand
819,464,2/4/2026,Own Damage,425764,0,Pending,72,Multi Brand
820,1695,11/29/2025,Theft Fire Damage,52214,15490,Approved,71,Multi Brand
821,1087,9/2/2025,Total Loss,263089,0,Pending,38,Multi Brand
822,2687,1/21/2026,Flood Damage,41852,0,Rejected,80,Local Garage
823,3803,4/6/2026,Natural Disaster,481543,0,Rejected,22,Local Garage
824,1144,11/6/2025,Natural Disaster,360276,0,Pending,53,Local Garage
825,3775,5/1/2026,Flood Damage,60499,49426,Approved,46,Local Garage
826,1138,8/2/2025,Flood Damage,473425,232599,Approved,59,Authorized
827,2875,4/16/2026,Flood Damage,288523,0,Rejected,54,Authorized
828,2496,9/27/2025,Accidental Damage,62794,0,Pending,71,Multi Brand
829,2793,3/22/2026,Total Loss,259008,0,Pending,59,Cashless Network
830,393,4/10/2026,Natural Disaster,173693,0,Pending,69,Local Garage
831,851,1/17/2026,Total Loss,199891,0,Rejected,38,Authorized
832,1726,7/11/2025,Theft Fire Damage,189840,0,Rejected,46,Multi Brand
833,316,9/3/2025,Accidental Damage,210898,0,Pending,75,Cashless Network
834,1609,9/12/2025,Total Loss,70694,0,Rejected,17,Local Garage
835,2926,10/19/2025,Theft Fire Damage,33124,0,Rejected,69,Local Garage
836,3453,4/15/2026,Own Damage,184171,0,Pending,10,Multi Brand
837,3334,4/9/2026,Flood Damage,290994,34619,Approved,89,Cashless Network
838,3526,3/23/2026,Engine Damage,32613,0,Rejected,4,Cashless Network
839,2925,12/26/2025,Accidental Damage,234111,0,Pending,72,Cashless Network
840,677,4/5/2026,Engine Damage,54540,0,Pending,89,Multi Brand
841,3949,11/3/2025,Total Loss,143839,0,Pending,24,Multi Brand
842,3493,3/4/2026,Own Damage,375609,0,Pending,64,Multi Brand
843,3671,1/2/2026,Accidental Damage,62243,0,Pending,39,Multi Brand
844,1409,5/1/2026,Engine Damage,271177,0,Pending,49,Multi Brand
845,1111,8/30/2025,Engine Damage,41813,5851,Approved,40,Multi Brand
846,823,12/1/2025,Flood Damage,280122,0,Rejected,82,Local Garage
847,116,11/23/2025,Theft Fire Damage,111115,20765,Approved,12,Multi Brand
848,925,10/4/2025,Flood Damage,258062,138735,Approved,48,Authorized
849,967,6/28/2025,Accidental Damage,426489,0,Pending,18,Multi Brand
850,591,10/4/2025,Accidental Damage,106769,0,Pending,80,Cashless Network
851,198,3/19/2026,Total Loss,243533,161610,Approved,44,Cashless Network
852,2604,9/9/2025,Theft Fire Damage,59237,0,Rejected,88,Local Garage
853,2207,11/9/2025,Own Damage,226434,0,Rejected,78,Multi Brand
854,1821,9/10/2025,Glass Damage,49245,0,Pending,27,Cashless Network
855,2210,12/13/2025,Total Loss,35994,0,Pending,35,Cashless Network
856,782,3/25/2026,Flood Damage,315165,164198,Approved,62,Authorized
857,923,8/5/2025,Engine Damage,390416,0,Rejected,46,Multi Brand
858,1477,4/29/2026,Own Damage,186591,0,Pending,84,Local Garage
859,2268,10/6/2025,Glass Damage,171581,0,Pending,85,Multi Brand
860,2273,1/24/2026,Own Damage,304959,0,Pending,36,Multi Brand
861,1009,4/23/2026,Engine Damage,495510,0,Pending,74,Authorized
862,151,8/3/2025,Theft Fire Damage,270664,0,Pending,47,Cashless Network
863,2974,10/25/2025,Own Damage,86333,20327,Approved,80,Authorized
864,1827,9/30/2025,Accidental Damage,116274,0,Pending,43,Cashless Network
865,1014,5/13/2026,Flood Damage,110080,0,Rejected,47,Authorized
866,2769,5/29/2026,Accidental Damage,216792,131231,Approved,19,Authorized
867,1365,7/13/2025,Natural Disaster,452637,0,Pending,69,Multi Brand
868,1044,3/31/2026,Theft Fire Damage,206639,185276,Approved,47,Authorized
869,1885,6/25/2026,Own Damage,146841,12299,Approved,23,Authorized
870,3921,11/29/2025,Natural Disaster,396256,0,Rejected,14,Cashless Network
871,2587,4/23/2026,Theft Fire Damage,263993,0,Pending,27,Local Garage
872,3876,9/23/2025,Engine Damage,308157,51120,Approved,54,Cashless Network
873,2032,11/9/2025,Own Damage,151320,72734,Approved,51,Local Garage
874,3291,3/19/2026,Theft Fire Damage,398549,0,Pending,90,Cashless Network
875,2852,1/11/2026,Total Loss,133669,0,Rejected,25,Local Garage
876,422,6/24/2026,Theft Fire Damage,101704,0,Rejected,68,Multi Brand
877,2921,1/1/2026,Total Loss,386034,0,Rejected,34,Local Garage
878,1590,4/24/2026,Natural Disaster,394260,150979,Approved,53,Multi Brand
879,1889,1/14/2026,Glass Damage,300264,287082,Approved,25,Authorized
880,3279,6/26/2026,Natural Disaster,307064,0,Pending,74,Cashless Network
881,2593,8/7/2025,Theft Fire Damage,120430,0,Rejected,9,Local Garage
882,1760,5/29/2026,Accidental Damage,290889,0,Pending,74,Cashless Network
883,2263,6/15/2026,Theft Fire Damage,371037,0,Pending,4,Authorized
884,1473,5/16/2026,Flood Damage,246838,0,Rejected,49,Authorized
885,2148,4/5/2026,Total Loss,71347,0,Pending,30,Local Garage
886,1915,9/21/2025,Flood Damage,213986,181782,Approved,35,Local Garage
887,201,4/26/2026,Engine Damage,214067,129315,Approved,33,Local Garage
888,2625,10/1/2025,Theft Fire Damage,404470,29809,Approved,54,Cashless Network
889,1561,1/12/2026,Own Damage,138200,97204,Approved,69,Multi Brand
890,2178,9/11/2025,Flood Damage,279663,0,Pending,11,Authorized
891,1883,3/28/2026,Flood Damage,302822,196134,Approved,21,Local Garage
892,864,10/28/2025,Engine Damage,470309,0,Pending,82,Authorized
893,1670,1/31/2026,Engine Damage,266440,0,Rejected,17,Cashless Network
894,536,10/5/2025,Own Damage,426802,166773,Approved,15,Cashless Network
895,52,7/19/2025,Glass Damage,271612,0,Rejected,58,Multi Brand
896,1558,12/30/2025,Glass Damage,194308,124507,Approved,1,Authorized
897,905,1/10/2026,Engine Damage,82007,0,Rejected,56,Cashless Network
898,3903,6/12/2026,Accidental Damage,368137,141793,Approved,7,Cashless Network
899,3314,8/17/2025,Flood Damage,417610,0,Rejected,27,Local Garage
900,3941,6/30/2025,Engine Damage,164763,0,Pending,5,Multi Brand
901,26,10/21/2025,Glass Damage,378525,77082,Approved,72,Cashless Network
902,1296,2/3/2026,Glass Damage,448809,0,Rejected,32,Local Garage
903,698,2/8/2026,Engine Damage,109692,55885,Approved,55,Cashless Network
904,1223,4/1/2026,Theft Fire Damage,29323,27404,Approved,82,Multi Brand
905,29,8/4/2025,Engine Damage,472826,0,Pending,7,Multi Brand
906,2507,9/25/2025,Natural Disaster,429072,194020,Approved,78,Cashless Network
907,1991,1/4/2026,Flood Damage,126270,0,Rejected,73,Cashless Network
908,1936,6/25/2026,Total Loss,192497,0,Rejected,80,Cashless Network
909,2004,1/21/2026,Own Damage,463135,0,Rejected,33,Authorized
910,2668,8/31/2025,Flood Damage,279444,0,Pending,25,Cashless Network
911,2062,8/1/2025,Accidental Damage,373520,0,Pending,49,Authorized
912,2636,10/20/2025,Accidental Damage,457945,127318,Approved,68,Local Garage
913,2342,8/6/2025,Flood Damage,97752,0,Pending,34,Cashless Network
914,202,12/2/2025,Own Damage,241823,37261,Approved,68,Cashless Network
915,1498,3/15/2026,Glass Damage,127025,0,Rejected,21,Authorized
916,2669,1/5/2026,Theft Fire Damage,478956,342111,Approved,7,Authorized
917,3200,4/4/2026,Natural Disaster,145499,0,Rejected,25,Cashless Network
918,2603,8/27/2025,Own Damage,428927,135076,Approved,7,Local Garage
919,2030,7/13/2025,Total Loss,443787,0,Pending,84,Multi Brand
920,3698,10/5/2025,Natural Disaster,161806,102421,Approved,74,Local Garage
921,2099,3/30/2026,Engine Damage,432413,0,Rejected,10,Authorized
922,2991,10/17/2025,Theft Fire Damage,236812,0,Rejected,42,Cashless Network
923,2935,6/9/2026,Accidental Damage,477843,280067,Approved,15,Multi Brand
924,3994,1/9/2026,Accidental Damage,63991,0,Rejected,3,Local Garage
925,815,10/18/2025,Total Loss,77253,66168,Approved,16,Local Garage
926,2389,9/3/2025,Glass Damage,276267,0,Rejected,75,Multi Brand
927,2635,9/26/2025,Accidental Damage,306348,183772,Approved,29,Multi Brand
928,1215,7/29/2025,Engine Damage,462794,0,Rejected,4,Local Garage
929,2784,3/15/2026,Accidental Damage,321342,7236,Approved,1,Authorized
930,1132,4/16/2026,Own Damage,33436,0,Rejected,5,Cashless Network
931,3463,5/5/2026,Own Damage,263965,0,Pending,87,Local Garage
932,2978,8/31/2025,Theft Fire Damage,69127,0,Rejected,28,Authorized
933,1191,8/7/2025,Own Damage,90958,0,Pending,89,Authorized
934,283,2/1/2026,Natural Disaster,173281,0,Rejected,8,Multi Brand
935,3081,11/13/2025,Total Loss,386716,0,Rejected,32,Authorized
936,29,11/2/2025,Own Damage,337281,167268,Approved,8,Local Garage
937,2679,11/20/2025,Theft Fire Damage,138208,0,Rejected,6,Cashless Network
938,1882,4/17/2026,Own Damage,396234,0,Pending,75,Local Garage
939,962,11/30/2025,Theft Fire Damage,417095,161806,Approved,64,Multi Brand
940,1102,2/11/2026,Engine Damage,262841,0,Rejected,36,Multi Brand
941,2427,5/17/2026,Natural Disaster,218671,0,Pending,27,Multi Brand
942,3442,2/11/2026,Engine Damage,358805,0,Rejected,12,Multi Brand
943,3441,10/5/2025,Flood Damage,225273,0,Pending,61,Cashless Network
944,1887,10/11/2025,Natural Disaster,153910,0,Pending,28,Authorized
945,432,5/3/2026,Flood Damage,121471,0,Pending,15,Multi Brand
946,2118,10/21/2025,Flood Damage,497890,84270,Approved,55,Local Garage
947,1587,6/29/2025,Accidental Damage,476545,0,Rejected,53,Local Garage
948,309,8/13/2025,Theft Fire Damage,324641,0,Pending,50,Local Garage
949,8,1/19/2026,Own Damage,469540,0,Rejected,85,Multi Brand
950,157,4/28/2026,Flood Damage,266069,0,Pending,46,Multi Brand
951,2789,11/15/2025,Engine Damage,457868,0,Rejected,23,Cashless Network
952,1160,5/10/2026,Engine Damage,300078,0,Pending,2,Authorized
953,1386,3/1/2026,Accidental Damage,474842,0,Rejected,22,Cashless Network
954,3192,4/24/2026,Flood Damage,321400,0,Rejected,66,Authorized
955,768,9/3/2025,Own Damage,6390,0,Rejected,90,Cashless Network
956,3965,10/7/2025,Accidental Damage,202425,142730,Approved,44,Local Garage
957,146,10/7/2025,Engine Damage,335150,0,Rejected,7,Authorized
958,1685,10/3/2025,Total Loss,444921,0,Pending,7,Local Garage
959,862,12/7/2025,Accidental Damage,315220,0,Rejected,81,Cashless Network
960,256,11/20/2025,Total Loss,290996,0,Pending,78,Cashless Network
961,2933,6/3/2026,Accidental Damage,55643,0,Rejected,15,Multi Brand
962,2620,8/12/2025,Glass Damage,337469,272571,Approved,68,Local Garage
963,1153,3/4/2026,Accidental Damage,161422,97168,Approved,52,Multi Brand
964,1964,8/14/2025,Accidental Damage,21411,5131,Approved,27,Authorized
965,2387,9/22/2025,Engine Damage,105114,85107,Approved,47,Authorized
966,415,8/27/2025,Accidental Damage,39353,0,Pending,12,Multi Brand
967,525,12/2/2025,Own Damage,303303,79669,Approved,19,Authorized
968,1463,5/9/2026,Accidental Damage,118979,0,Pending,36,Local Garage
969,387,4/10/2026,Engine Damage,497932,0,Pending,53,Cashless Network
970,111,6/9/2026,Natural Disaster,121965,0,Rejected,41,Cashless Network
971,526,10/23/2025,Theft Fire Damage,28429,0,Rejected,27,Multi Brand
972,3315,3/19/2026,Own Damage,126624,0,Rejected,45,Multi Brand
973,2958,1/1/2026,Engine Damage,259123,0,Rejected,35,Cashless Network
974,269,8/19/2025,Accidental Damage,209537,208137,Approved,27,Authorized
975,1375,6/6/2026,Glass Damage,50609,0,Pending,9,Multi Brand
976,2133,5/12/2026,Natural Disaster,279336,0,Rejected,43,Local Garage
977,1202,10/31/2025,Engine Damage,465974,266437,Approved,86,Multi Brand
978,1150,2/2/2026,Own Damage,177014,0,Pending,14,Multi Brand
979,3385,1/14/2026,Glass Damage,313124,0,Pending,54,Multi Brand
980,232,6/26/2026,Total Loss,479721,0,Pending,75,Local Garage
981,2,1/30/2026,Glass Damage,275447,0,Rejected,21,Local Garage
982,815,1/23/2026,Glass Damage,251294,0,Rejected,5,Authorized
983,1297,12/28/2025,Theft Fire Damage,241984,236295,Approved,81,Multi Brand
984,1053,8/14/2025,Flood Damage,498001,373885,Approved,61,Multi Brand
985,136,3/7/2026,Own Damage,497456,0,Pending,62,Multi Brand
986,593,12/30/2025,Theft Fire Damage,453038,89715,Approved,12,Authorized
987,1959,2/6/2026,Flood Damage,336730,0,Pending,75,Local Garage
988,3578,5/21/2026,Engine Damage,239654,0,Pending,21,Local Garage
989,638,6/11/2026,Glass Damage,299615,0,Rejected,56,Multi Brand
990,3109,9/25/2025,Glass Damage,19732,5371,Approved,5,Multi Brand
991,1113,1/11/2026,Flood Damage,357433,0,Pending,30,Local Garage
992,415,1/4/2026,Natural Disaster,279796,0,Rejected,28,Multi Brand
993,1502,10/11/2025,Theft Fire Damage,409503,144871,Approved,84,Authorized
994,2584,9/12/2025,Flood Damage,82835,19735,Approved,89,Multi Brand
995,2794,1/31/2026,Glass Damage,170052,17963,Approved,65,Cashless Network
996,1551,11/30/2025,Engine Damage,460449,332318,Approved,44,Multi Brand
997,1612,10/4/2025,Engine Damage,330752,312831,Approved,81,Authorized
998,3854,2/9/2026,Flood Damage,112473,0,Pending,56,Cashless Network
999,1274,6/29/2025,Theft Fire Damage,393073,225361,Approved,24,Authorized
1000,2341,2/25/2026,Engine Damage,64964,33331,Approved,4,Cashless Network
1001,3563,7/5/2025,Glass Damage,74388,0,Pending,86,Authorized
1002,1183,9/9/2025,Engine Damage,487515,0,Pending,50,Multi Brand
1003,2726,4/9/2026,Glass Damage,56548,0,Rejected,42,Multi Brand
1004,1369,6/10/2026,Natural Disaster,93076,40771,Approved,7,Authorized
1005,97,12/29/2025,Accidental Damage,121803,22445,Approved,40,Local Garage
1006,941,11/22/2025,Accidental Damage,301679,0,Rejected,58,Authorized
1007,2921,2/1/2026,Engine Damage,15153,0,Rejected,75,Local Garage
1008,933,5/2/2026,Own Damage,420349,143055,Approved,55,Local Garage
1009,2326,11/17/2025,Natural Disaster,140525,102654,Approved,52,Local Garage
1010,1160,1/20/2026,Accidental Damage,277852,257440,Approved,85,Authorized
1011,526,8/3/2025,Theft Fire Damage,289706,0,Pending,17,Multi Brand
1012,79,11/19/2025,Theft Fire Damage,352229,265325,Approved,2,Cashless Network
1013,1987,6/8/2026,Theft Fire Damage,143631,123109,Approved,80,Cashless Network
1014,503,10/4/2025,Own Damage,292830,171653,Approved,76,Local Garage
1015,2853,4/24/2026,Flood Damage,106803,0,Pending,32,Local Garage
1016,3388,4/27/2026,Accidental Damage,280365,254504,Approved,85,Multi Brand
1017,1056,11/10/2025,Theft Fire Damage,388095,0,Pending,87,Local Garage
1018,3318,10/18/2025,Engine Damage,198406,0,Pending,34,Cashless Network
1019,289,6/24/2026,Accidental Damage,378766,36544,Approved,25,Authorized
1020,2541,10/12/2025,Total Loss,457467,0,Pending,53,Cashless Network
1021,21,4/13/2026,Flood Damage,126710,39404,Approved,2,Multi Brand
1022,399,6/21/2026,Own Damage,81945,27071,Approved,63,Local Garage
1023,3065,7/21/2025,Accidental Damage,405929,405734,Approved,81,Authorized
1024,235,8/27/2025,Glass Damage,326651,302504,Approved,26,Cashless Network
1025,1777,8/6/2025,Engine Damage,462427,65833,Approved,33,Local Garage
1026,3885,10/15/2025,Glass Damage,350466,0,Pending,35,Cashless Network
1027,1090,9/14/2025,Glass Damage,420589,0,Pending,78,Cashless Network
1028,783,11/11/2025,Natural Disaster,57018,0,Rejected,34,Local Garage
1029,2011,1/20/2026,Glass Damage,232900,146371,Approved,19,Authorized
1030,2610,2/25/2026,Glass Damage,276702,0,Rejected,42,Multi Brand
1031,332,9/22/2025,Total Loss,421431,0,Pending,79,Local Garage
1032,2428,2/20/2026,Engine Damage,394028,0,Rejected,52,Cashless Network
1033,1671,5/1/2026,Engine Damage,426981,0,Rejected,82,Authorized
1034,1392,5/23/2026,Flood Damage,268636,0,Pending,68,Multi Brand
1035,564,3/30/2026,Flood Damage,294204,0,Pending,20,Local Garage
1036,411,6/23/2026,Engine Damage,6257,5632,Approved,62,Authorized
1037,478,4/19/2026,Natural Disaster,133534,30866,Approved,34,Multi Brand
1038,2393,5/12/2026,Own Damage,395651,0,Rejected,33,Cashless Network
1039,918,8/18/2025,Natural Disaster,48656,0,Rejected,31,Local Garage
1040,684,4/7/2026,Accidental Damage,209161,146458,Approved,61,Local Garage
1041,512,11/6/2025,Accidental Damage,186533,145836,Approved,19,Authorized
1042,1789,9/4/2025,Own Damage,174667,96039,Approved,90,Cashless Network
1043,1383,5/20/2026,Accidental Damage,338329,0,Rejected,26,Multi Brand
1044,3482,8/16/2025,Total Loss,226583,0,Pending,73,Multi Brand
1045,1075,2/22/2026,Flood Damage,303796,29820,Approved,69,Cashless Network
1046,2217,8/24/2025,Theft Fire Damage,213471,0,Rejected,1,Local Garage
1047,1351,4/10/2026,Accidental Damage,388755,0,Rejected,36,Multi Brand
1048,884,11/14/2025,Glass Damage,22059,0,Rejected,61,Multi Brand
1049,1380,7/16/2025,Natural Disaster,419923,0,Pending,43,Authorized
1050,1204,2/9/2026,Natural Disaster,370821,0,Rejected,30,Cashless Network
1051,2504,11/20/2025,Total Loss,365911,0,Pending,89,Multi Brand
1052,1531,11/11/2025,Total Loss,424252,259401,Approved,15,Local Garage
1053,2032,5/19/2026,Natural Disaster,67118,0,Rejected,80,Cashless Network
1054,3857,4/23/2026,Natural Disaster,433978,426159,Approved,32,Authorized
1055,3914,5/23/2026,Theft Fire Damage,450351,0,Pending,70,Cashless Network
1056,2993,4/21/2026,Own Damage,289298,0,Rejected,83,Authorized
1057,2729,1/2/2026,Glass Damage,360475,0,Pending,66,Multi Brand
1058,2432,8/9/2025,Natural Disaster,313868,0,Pending,10,Multi Brand
1059,3838,9/4/2025,Engine Damage,428484,0,Rejected,50,Multi Brand
1060,1713,7/28/2025,Flood Damage,167403,9096,Approved,26,Local Garage
1061,3883,1/2/2026,Accidental Damage,412083,0,Rejected,2,Multi Brand
1062,2808,6/19/2026,Engine Damage,86312,0,Pending,66,Local Garage
1063,1138,5/24/2026,Theft Fire Damage,385715,147565,Approved,28,Multi Brand
1064,1790,7/20/2025,Natural Disaster,186596,0,Pending,20,Authorized
1065,2843,11/17/2025,Engine Damage,260937,0,Pending,27,Local Garage
1066,3338,2/5/2026,Theft Fire Damage,24532,13654,Approved,57,Cashless Network
1067,351,7/28/2025,Total Loss,431876,0,Pending,72,Authorized
1068,1578,2/12/2026,Engine Damage,388294,203808,Approved,85,Multi Brand
1069,2847,11/16/2025,Flood Damage,423056,76331,Approved,70,Local Garage
1070,224,2/6/2026,Accidental Damage,43535,0,Rejected,87,Authorized
1071,2585,11/28/2025,Own Damage,257334,232281,Approved,53,Local Garage
1072,493,5/24/2026,Engine Damage,297148,0,Rejected,40,Cashless Network
1073,3480,7/16/2025,Total Loss,168556,8578,Approved,64,Local Garage
1074,2874,4/2/2026,Flood Damage,175963,56850,Approved,36,Multi Brand
1075,1483,3/21/2026,Own Damage,283560,0,Pending,42,Cashless Network
1076,990,11/5/2025,Engine Damage,86502,0,Pending,18,Multi Brand
1077,1325,2/12/2026,Flood Damage,49533,6243,Approved,11,Multi Brand
1078,3227,7/14/2025,Total Loss,406554,0,Pending,46,Cashless Network
1079,870,6/9/2026,Natural Disaster,284562,75931,Approved,33,Authorized
1080,1244,7/22/2025,Glass Damage,95835,48499,Approved,44,Cashless Network
1081,130,7/30/2025,Glass Damage,124627,0,Rejected,19,Cashless Network
1082,3406,6/8/2026,Glass Damage,298544,138839,Approved,38,Local Garage
1083,2001,9/30/2025,Glass Damage,395708,0,Rejected,78,Authorized
1084,1119,11/22/2025,Glass Damage,447619,0,Rejected,41,Multi Brand
1085,2384,6/12/2026,Engine Damage,282932,34933,Approved,76,Authorized
1086,2350,8/9/2025,Natural Disaster,410087,0,Pending,53,Multi Brand
1087,1781,2/27/2026,Total Loss,228759,84668,Approved,69,Authorized
1088,3201,4/29/2026,Glass Damage,278209,0,Rejected,84,Cashless Network
1089,1522,11/21/2025,Total Loss,96644,18874,Approved,39,Multi Brand
1090,3025,8/24/2025,Own Damage,107132,0,Rejected,81,Cashless Network
1091,958,7/18/2025,Own Damage,16715,0,Pending,31,Authorized
1092,3018,11/21/2025,Engine Damage,5681,0,Rejected,39,Authorized
1093,3065,2/18/2026,Glass Damage,348303,88114,Approved,77,Multi Brand
1094,1881,2/16/2026,Natural Disaster,226135,14353,Approved,26,Authorized
1095,40,1/6/2026,Accidental Damage,154101,56964,Approved,78,Local Garage
1096,3042,11/4/2025,Own Damage,306875,0,Rejected,73,Local Garage
1097,1053,11/6/2025,Flood Damage,54887,0,Rejected,49,Multi Brand
1098,2602,10/22/2025,Engine Damage,170545,0,Pending,23,Local Garage
1099,2942,11/19/2025,Own Damage,392761,116134,Approved,25,Local Garage
1100,3904,4/2/2026,Own Damage,241365,0,Rejected,7,Local Garage
1101,3118,10/19/2025,Natural Disaster,57201,32136,Approved,48,Authorized
1102,2294,10/1/2025,Engine Damage,204119,0,Rejected,59,Cashless Network
1103,1061,4/2/2026,Natural Disaster,469955,231823,Approved,21,Local Garage
1104,1466,4/7/2026,Total Loss,481681,0,Pending,68,Local Garage
1105,364,4/9/2026,Natural Disaster,234065,0,Pending,26,Authorized
1106,938,3/31/2026,Theft Fire Damage,246857,0,Pending,21,Multi Brand
1107,2515,1/17/2026,Flood Damage,84677,0,Rejected,20,Cashless Network
1108,3693,7/14/2025,Accidental Damage,46687,0,Pending,65,Local Garage
1109,2828,2/26/2026,Theft Fire Damage,246687,0,Rejected,80,Local Garage
1110,376,3/28/2026,Own Damage,140676,0,Rejected,62,Multi Brand
1111,1933,11/23/2025,Glass Damage,274515,0,Rejected,77,Multi Brand
1112,471,3/24/2026,Natural Disaster,143827,0,Pending,56,Local Garage
1113,2562,10/13/2025,Flood Damage,259364,0,Rejected,24,Multi Brand
1114,2309,1/3/2026,Natural Disaster,166853,0,Pending,30,Local Garage
1115,1320,8/18/2025,Glass Damage,84198,66137,Approved,79,Multi Brand
1116,3097,10/12/2025,Flood Damage,180753,102569,Approved,63,Cashless Network
1117,1004,8/27/2025,Total Loss,293201,279977,Approved,38,Local Garage
1118,2878,3/24/2026,Accidental Damage,305780,141810,Approved,61,Multi Brand
1119,922,10/24/2025,Total Loss,73092,0,Rejected,85,Local Garage
1120,3408,1/29/2026,Flood Damage,82798,10725,Approved,12,Cashless Network
1121,1638,4/10/2026,Own Damage,395009,0,Pending,81,Local Garage
1122,2733,7/4/2025,Total Loss,351686,0,Pending,81,Authorized
1123,2371,1/3/2026,Theft Fire Damage,362346,0,Pending,61,Authorized
1124,169,4/22/2026,Glass Damage,354782,0,Rejected,15,Cashless Network
1125,3107,11/23/2025,Own Damage,228769,168010,Approved,12,Authorized
